5187520090070773|04|2027|421
5187520090063042|04|2030|070
5187520090056624|04|2030|010
5187520090045221|04|2024|086
5187520090001422|04|2031|382
5187520090075277|04|2028|691
5187520090025553|04|2024|922
5187520090053308|04|2031|142
5187520090064388|04|2028|303
5187520090070187|04|2029|631
5187520090087611|04|2025|602
5187520090028870|04|2031|680
5187520090053621|04|2030|819
5187520090031114|04|2026|005
5187520090010555|04|2031|422
5187520090083065|04|2029|595
5187520090014532|04|2024|866
5187520090008013|04|2029|288
5187520090066011|04|2026|516
5187520090008054|04|2025|419
5187520090085326|04|2028|106
5187520090083537|04|2027|824
5187520090025132|04|2026|432
5187520090028771|04|2030|120
5187520090088254|04|2026|615
5187520090032500|04|2026|599
5187520090046864|04|2032|317
5187520090005373|04|2028|702
5187520090076317|04|2028|271
5187520090030686|04|2031|242
5187520090060154|04|2027|814
5187520090014540|04|2028|933
5187520090083354|04|2024|490
5187520090054405|04|2029|446
5187520090030348|04|2025|735
5187520090070237|04|2025|828
5187520090015711|04|2024|076
5187520090060733|04|2029|297
5187520090056541|04|2031|094
5187520090044554|04|2025|034
5187520090032435|04|2032|796
5187520090034472|04|2031|657
5187520090005753|04|2025|187
5187520090034134|04|2029|367
5187520090054132|04|2030|140
5187520090082661|04|2031|671
5187520090085516|04|2025|654
5187520090065120|04|2030|410
5187520090058760|04|2026|001
5187520090050015|04|2029|655
5187520090087827|04|2024|244
5187520090017071|04|2028|382
5187520090024622|04|2025|071
5187520090038234|04|2029|663
5187520090063745|04|2029|489
5187520090032021|04|2028|676
5187520090041808|04|2027|124
5187520090086258|04|2024|838
5187520090024036|04|2029|844
5187520090078768|04|2024|128
5187520090045015|04|2024|569
5187520090075715|04|2025|507
5187520090034324|04|2030|012
5187520090038150|04|2030|263
5187520090085284|04|2029|953
5187520090057044|04|2032|419
5187520090022170|04|2024|223
5187520090048605|04|2032|974
5187520090001547|04|2029|516
5187520090035644|04|2028|285
5187520090004467|04|2030|764
5187520090000838|04|2031|647
5187520090001331|04|2031|883
5187520090058216|04|2032|066
5187520090063455|04|2028|934
5187520090011520|04|2026|686
5187520090043671|04|2025|250
5187520090012114|04|2025|385
5187520090032203|04|2026|202
5187520090087074|04|2028|743
5187520090061384|04|2025|026
5187520090067027|04|2031|242
5187520090042830|04|2028|772
5187520090007437|04|2027|624
5187520090012684|04|2026|838
5187520090040537|04|2027|604
5187520090025447|04|2031|714
5187520090046245|04|2025|259
5187520090088775|04|2027|803
5187520090044174|04|2032|342
5187520090027385|04|2031|674
5187520090006363|04|2026|810
5187520090075335|04|2030|536
5187520090051245|04|2025|517
5187520090037574|04|2032|508
5187520090051476|04|2029|997
5187520090083172|04|2025|888
5187520090027534|04|2026|073
5187520090053183|04|2024|297
5187520090022600|04|2032|783
